Id,Label,nome,attribute,categoria,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
258p,Carlo Felice Cillario,Carlo Felice Cillario,17,Performer,179,7,0.347295,0.395412,3700.644559,0.205976
259p,Carlo Franci,Carlo Franci,5,Performer,179,7,0.344508,0.387877,562.64355,0.160312
260p,Carlo Franzini,Carlo Franzini,4,Performer,179,7,0.298655,0.327913,0,0.033741
261p,Carlo Hinterman,Carlo Hinterman,76,Performer,29,8,0.236533,0.249111,5787,0.003532
262p,Carlo Maria Giulini,Carlo Maria Giulini,5,Performer,179,7,0.322591,0.354948,185.219149,0.07442
263p,Carlo Mariani,Carlo Mariani,1,Performer,179,8,0.307987,0.341868,11.653744,0.045503
264p,Carlo Meliciani,Carlo Meliciani,5,Performer,179,7,0.285926,0.305111,0,0.015404
265p,Carlo Montini,Carlo Montini,39,Performer,61,7,0.261647,0.274211,44.461766,0.004617
266p,Carlo Ninchi,Carlo Ninchi,89,Performer,290,8,0.24431,0.257079,14932.70281,0.004735
267p,Carlo Pesi,Carlo Pesi,23,Performer,61,8,0.207898,0.21452,0,0.000867
268p,Carlo Pestalozza,Carlo Pestalozza,3,Performer,179,7,0.358176,0.388756,8876.849968,0.137878
269p,Carlo Quaranta,Carlo Quaranta,1,Performer,51,8,0.276632,0.297935,0,0.013051
270p,Carlo Rizzo,Carlo Rizzo,24,Performer,61,9,0.182989,0.190312,0,0.001348
271p,Carlo Zecchi,Carlo Zecchi,7,Performer,179,7,0.347482,0.387514,698.567127,0.153181
272p,Carmen Castillo,Carmen Castillo,3,Performer,92,7,0.286222,0.298615,3931.035807,0.005125
273p,Carmen Favre,Carmen Favre,1,Performer,51,8,0.280529,0.300176,0,0.016408
274p,Carmen Lucchetti,Carmen Lucchetti,2,Performer,179,8,0.262073,0.279405,0,0.004269
275p,Carmen Villani,Carmen Villani,1,Performer,92,7,0.251301,0.262999,0.125,0.005694
276p,Carol Toscano,Carol Toscano,3,Performer,51,8,0.2749,0.296478,0,0.009117
277p,Carolina Segrera,Carolina Segrera,2,Performer,51,9,0.21124,0.219477,0,0.000349
278p,Carr�-D'Alberti,Carr�-D'Alberti,1,Performer,30,0,0,0,0,0
279p,Casoni,Casoni,1,Performer,143,1,1,1,0,0.000474
280p,Caterina Valente,Caterina Valente,3,Performer,92,8,0.232743,0.244508,0,0.002478
281p,Catherine Sauvage,Catherine Sauvage,13,Performer,273,7,0.249065,0.257817,0.666667,0.002395
282p,Cathy Berberian,Cathy Berberian,6,Performer,273,7,0.259852,0.270562,0,0.003368
283p,Cecedoria,Cecedoria,2,Performer,245,1,1,1,0,0.000222
284p,Cecil Payne,Cecil Payne,3,Performer,271,1,1,1,0,0.001437
285p,Cecile Ousset,Cecile Ousset,1,Performer,31,0,0,0,0,0
286p,Cecilia Fusco,Cecilia Fusco,14,Performer,179,7,0.29986,0.330933,210.115899,0.041697
287p,Cecilia Numez Albanese,Cecilia Numez Albanese,1,Performer,32,0,0,0,0,0
289p,Cesare Ferraresi,Cesare Ferraresi,15,Performer,179,7,0.363158,0.409981,3402.773942,0.278444
290p,Cesco Baseggio,Cesco Baseggio,14,Performer,179,7,0.289525,0.310602,0,0.012563
291p,Charivels,Charivels,13,Performer,104,2,0.555556,0.6,0,0.00028
292p,Charles Mackerras,Charles Mackerras,1,Performer,179,7,0.322591,0.355726,0,0.065898
293p,Charles Trenet,Charles Trenet,4,Performer,33,1,1,1,0,0.000222
294p,Charlie Byrd,Charlie Byrd,1,Performer,126,3,0.517241,0.622222,0,0.001553
295p,Charlie Rouse,Charlie Rouse,2,Performer,34,1,1,1,0.2,0.001802
296p,Charlie Smith,Charlie Smith,4,Performer,35,1,1,1,0,0.000474
297p,Checco Rissone,Checco Rissone,74,Performer,273,7,0.253876,0.263502,0,0.002649
298p,Chet Baker,Chet Baker,14,Performer,92,7,0.269832,0.285866,4940.869451,0.010457
299p,Chiaralberta Pastorelli,Chiaralberta Pastorelli,2,Performer,179,8,0.309021,0.342187,9.036086,0.05911
300p,Christa Ruppert,Christa Ruppert,1,Performer,179,7,0.319339,0.3523,0,0.053152
301p,Christoph von Dohnanyl,Christoph von Dohnanyl,2,Performer,179,7,0.316981,0.355172,0,0.057765
302p,Chuck Israels,Chuck Israels,1,Performer,126,3,0.517241,0.622222,0,0.001553
303p,Chuck Wider,Chuck Wider,1,Performer,36,0,0,0,0,0
304p,Ciccio Ingrassia,Ciccio Ingrassia,73,Performer,49,7,0.273538,0.287159,1274.744657,0.005307
305p,Ciky Karsten,Ciky Karsten,1,Performer,109,1,1,1,0,0.000474
306p,Claire Watson,Claire Watson,4,Performer,179,7,0.297139,0.326015,0,0.026008
307p,Clara Foti,Clara Foti,8,Performer,179,7,0.30912,0.343056,107.835612,0.05415
308p,Clara Haskil,Clara Haskil,2,Performer,179,7,0.315893,0.350641,0.863604,0.059259
309p,Clara Petrella,Clara Petrella,5,Performer,179,7,0.297002,0.327094,58.068591,0.029331
310p,Clara Ventigna,Clara Ventigna,1,Performer,179,7,0.28853,0.312868,0,0.021462
311p,Claude Helffer,Claude Helffer,1,Performer,179,7,0.316773,0.346175,0,0.055816
312p,Claude Luter,Claude Luter,1,Performer,175,1,1,1,0,0.000222
313p,Claude Williamson,Claude Williamson,1,Performer,37,1,1,1,0,0.000222
314p,Claudia Carbi,Claudia Carbi,1,Performer,179,8,0.299628,0.326401,0,0.03236
315p,Claudia D'Antoni,Claudia D'Antoni,1,Performer,179,8,0.277946,0.299087,8.149746,0.010742
316p,Claudia Lawrence,Claudia Lawrence,91,Performer,61,8,0.208887,0.21741,26.15135,0.002623
317p,Claudia Mori,Claudia Mori,27,Performer,290,9,0.186397,0.194992,0,0.001013
318p,Claudio Abbado,Claudio Abbado,13,Performer,179,7,0.353328,0.395626,1285.795025,0.18871
319p,Claudio Arrau,Claudio Arrau,5,Performer,179,7,0.331276,0.367707,14.581843,0.092411
320p,Claudio Gregorat,Claudio Gregorat,1,Performer,51,7,0.293394,0.310409,0,0.012944
321p,Claudio Scimone,Claudio Scimone,4,Performer,179,7,0.313993,0.347106,1976.366484,0.057186
322p,Claudio Strudthoff,Claudio Strudthoff,2,Performer,179,7,0.333736,0.373548,201.382667,0.11889
323p,Claudio Villa,Claudio Villa,30,Performer,92,7,0.275488,0.294242,3428.648912,0.012485
324p,Claudius Schauffler,Claudius Schauffler,1,Performer,38,0,0,0,0,0
288p,Clelia Gatti Aldovrandi,Clelia Gatti Aldovrandi,4,Performer,179,7,0.326131,0.365869,20.076147,0.092552
326p,Clem Sacco,Clem Sacco,11,Performer,92,7,0.254177,0.26938,9153.185323,0.006874
327p,Clementina Hoogendoorn,Clementina Hoogendoorn,1,Performer,179,8,0.311462,0.344551,15.531243,0.049602
328p,Clifford Curzon,Clifford Curzon,3,Performer,179,7,0.337408,0.373504,13.538986,0.107991
329p,Coleman Hawkins,Coleman Hawkins,2,Performer,264,3,0.424242,0.488095,0,0.001261
330p,Colin Hicks,Colin Hicks,1,Performer,39,0,0,0,0,0
331p,Comedie Francaise,Comedie Francaise,4,Performer,179,7,0.295729,0.3236,0,0.020117
332p,Compagnia del Piccolo Teatro,Compagnia del Piccolo Teatro,169,Performer,273,7,0.295865,0.31002,1637.946576,0.010117
333p,Compagnia del Teatro Stabile di Torino,Compagnia del Teatro Stabile di Torino,22,Performer,40,1,1,1,0,0.000474
334p,Compagnia di riviste internazionale,Compagnia di riviste internazionale,4,Performer,41,0,0,0,0,0
335p,Compagnia Lucio Carano 1960,Compagnia Lucio Carano 1960,1,Performer,42,0,0,0,0,0
336p,Compagnia nazionale di danze popolari dell'URSS,Compagnia nazionale di danze popolari dell'URSS,4,Performer,167,1,1,1,0,0.000222
1923p,Compagnia stabile de Il Globo,Compagnia stabile de Il Globo,4,Performer,145,8,0.209317,0.215919,0,0.000934
337p,Compagnia Terzo-Di Fiorenze,Compagnia Terzo-Di Fiorenze,1,Performer,43,0,0,0,0,0
338p,"Complesso ""Musica Viva""","Complesso ""Musica Viva""",1,Performer,51,8,0.295956,0.326125,0,0.027109
339p,Complesso da camera di Berlino,Complesso da camera di Berlino,1,Performer,179,7,0.297231,0.322313,0,0.025822
340p,Complesso Fiati Solisti,Complesso Fiati Solisti,1,Performer,179,7,0.294962,0.320398,2.603777,0.028557
341p,Complesso fiorentino di strumenti antichi,Complesso fiorentino di strumenti antichi,1,Performer,179,8,0.236099,0.248088,0,0.001021
342p,Complesso Pier Emilio Bassi,Complesso Pier Emilio Bassi,1,Performer,92,8,0.21796,0.229228,0,0.001919
343p,Complesso Raoul Magrini,Complesso Raoul Magrini,1,Performer,222,1,1,1,0,0.000222
344p,Complesso strumentale italiano,Complesso strumentale italiano,6,Performer,179,7,0.337291,0.373775,512.656613,0.108997
345p,Complesso vocale e strumentale della Radiotelevisione francese,Complesso vocale e strumentale della Radiotelevisione francese,1,Performer,179,8,0.264912,0.282554,0,0.007234
346p,Concentus fidesque antiqui,Concentus fidesque antiqui,1,Performer,51,8,0.276632,0.297935,0,0.013051
347p,Connie Francis,Connie Francis,1,Performer,92,8,0.215025,0.226542,0,0.002409
348p,Corbellini,Corbellini,10,Performer,163,1,1,1,0,0.000222
349p,Cori della Radiotelevisione Francese,Cori della Radiotelevisione Francese,2,Performer,179,8,0.26564,0.282325,0,0.00624
350p,Coro della Bayrischer Rundfunk,Coro della Bayrischer Rundfunk,2,Performer,179,7,0.30531,0.333569,0,0.035864
351p,Coro della Radio di Belgrado,Coro della Radio di Belgrado,1,Performer,179,7,0.300233,0.323797,0,0.033092
352p,Coro della Scala,Coro della Scala,1,Performer,179,7,0.298378,0.326878,0,0.027686
353p,Coro dell'Accademia di Vienna,Coro dell'Accademia di Vienna,1,Performer,179,7,0.286647,0.30594,0,0.010857
354p,Coro dell'Opera Nazionale di Belgrado,Coro dell'Opera Nazionale di Belgrado,2,Performer,179,7,0.302584,0.334884,0,0.046466
355p,Coro di Pamplona,Coro di Pamplona,1,Performer,50,5,0.37037,0.573333,2.333333,0.001061
356p,Coro I.N.C.A.S.,Coro I.N.C.A.S.,3,Performer,44,0,0,0,0,0
357p,Coro Polifonico di Milano,Coro Polifonico di Milano,3,Performer,179,7,0.336468,0.374565,447.85341,0.116746
358p,Coro Polifonico di Torino,Coro Polifonico di Torino,3,Performer,179,7,0.314914,0.347093,104.580814,0.064109
359p,Coro Singverein di Vienna,Coro Singverein di Vienna,2,Performer,179,7,0.307008,0.337902,0,0.034691
360p,Coro Universitario Romano,Coro Universitario Romano,1,Performer,51,7,0.293394,0.310409,0,0.012944
361p,Corrado Lojacono,Corrado Lojacono,3,Performer,92,7,0.275018,0.294915,4672.612122,0.014971
362p,Cosetta Colla,Cosetta Colla,33,Performer,145,8,0.247312,0.260862,0,0.00315
363p,Cosetta Ivana,Cosetta Ivana,1,Performer,221,1,1,1,0,0.000222
364p,Cosimo Di Ceglie,Cosimo Di Ceglie,39,Performer,257,8,0.246712,0.260905,1383.443264,0.005321
365p,Costance Lambert,Costance Lambert,2,Performer,83,8,0.262144,0.279922,0,0.005381
366p,Count Basie,Count Basie,2,Performer,116,1,1,1,0,0.000222
367p,Cristina Jorio,Cristina Jorio,1,Performer,92,8,0.235869,0.249589,0,0.003909
368p,Cristina Krooskos,Cristina Krooskos,1,Performer,179,7,0.294602,0.315715,0,0.020609
369p,Dalida,Dalida,4,Performer,92,8,0.214738,0.222924,0,0.001047
370p,Dalton Baldwyn,Dalton Baldwyn,1,Performer,179,7,0.324815,0.357907,0,0.065026
371p,Dana Brunetti,Dana Brunetti,1,Performer,187,1,1,1,0,0.000474
372p,Dana Valery,Dana Valery,2,Performer,92,7,0.247439,0.263269,1159.718058,0.006704
373p,Daniela Floriani,Daniela Floriani,1,Performer,45,0,0,0,0,0
374p,Daniela Frasca Polara,Daniela Frasca Polara,14,Performer,149,1,1,1,0.2,0.001802
375p,Daniele Paris,Daniele Paris,1,Performer,179,7,0.315789,0.341905,1.229238,0.046529
376p,Dany Dauberson,Dany Dauberson,23,Performer,46,0,0,0,0,0
377p,Dario Fo,Dario Fo,176,Performer,68,7,0.269644,0.280988,0,0.002709
378p,Dave Bailey,Dave Bailey,1,Performer,126,3,0.483871,0.577778,0,0.001312
379p,David Oistrakh,David Oistrakh,3,Performer,179,7,0.324706,0.353076,38.58881,0.074888
380p,Davide Mosconi,Davide Mosconi,3,Performer,278,1,1,1,0,0.000222
381p,Dean Dixon,Dean Dixon,1,Performer,179,7,0.320717,0.355601,0,0.057588
382p,Del Vago-Masi,Del Vago-Masi,1,Performer,186,1,1,1,0,0.000222
383p,Delia Scala,Delia Scala,202,Performer,49,7,0.267257,0.279862,9478.84538,0.005014
384p,Denes Balasz,Denes Balasz,1,Performer,179,7,0.288229,0.309641,0,0.025079
385p,Denes Marton,Denes Marton,1,Performer,179,8,0.303678,0.332293,0,0.034403
386p,Dennis Burk,Dennis Burk,2,Performer,3,8,0.292772,0.319327,0.142857,0.021732
387p,Derrik Olsen,Derrik Olsen,1,Performer,47,8,0.234267,0.24803,0,0.001979
388p,Dickie Bennet,Dickie Bennet,43,Performer,247,8,0.215577,0.225635,643.8,0.002747
389p,Dickie Wells,Dickie Wells,2,Performer,264,5,0.297872,0.42619,0.2,0.001839
390p,Die Menestrels,Die Menestrels,1,Performer,239,1,1,1,0,0.000222
391p,Dietrich Fischer Diskau,Dietrich Fischer Diskau,2,Performer,117,1,1,1,1,0.000459
392p,Dimitri Nabokov,Dimitri Nabokov,3,Performer,51,8,0.2749,0.296478,0,0.009117
393p,Dino Arman,Dino Arman,17,Performer,64,8,0.212541,0.221088,6094.098914,0.002381
394p,Dino Asciolla,Dino Asciolla,1,Performer,179,7,0.298747,0.319783,0,0.029261
395p,Dino Ciani,Dino Ciani,1,Performer,179,7,0.310262,0.340999,0,0.05219
396p,Dino Dondi,Dino Dondi,14,Performer,179,7,0.3,0.328303,0,0.030793
397p,Dino Piana,Dino Piana,2,Performer,92,8,0.230466,0.24079,0,0.002292
398p,Dino Sinimberghi,Dino Sinimberghi,1,Performer,179,7,0.29582,0.315401,0,0.019253
399p,Dionigi Rivi,Dionigi Rivi,1,Performer,179,7,0.292905,0.316891,0,0.024511
400p,Diroshi Kajiwara,Diroshi Kajiwara,1,Performer,48,0,0,0,0,0
401p,Disma de Cecco,Disma de Cecco,5,Performer,179,7,0.287286,0.309935,0,0.019714
402p,Dixie Blackstone,Dixie Blackstone,1,Performer,179,7,0.324107,0.357182,15.489157,0.063477
403p,Dizzy Gillespie,Dizzy Gillespie,4,Performer,264,3,0.482759,0.559524,160,0.001808
404p,Domenico Ceccaroni,Domenico Ceccaroni,1,Performer,179,7,0.314197,0.343834,0,0.039641
405p,Domenico D'Ascoli,Domenico D'Ascoli,2,Performer,179,8,0.294692,0.323709,0,0.0291
406p,Domenico Modugno,Domenico Modugno,83,Performer,49,7,0.261576,0.271779,30.527241,0.003063
407p,Domenico Negri,Domenico Negri,14,Performer,149,1,1,1,0.2,0.001802
408p,Domenico Torrebruno,Domenico Torrebruno,1,Performer,179,8,0.311613,0.345,0.559132,0.052519
409p,Don Byas,Don Byas,7,Performer,50,5,0.384615,0.578333,16,0.000966
410p,don Giuseppe Biella,don Giuseppe Biella,57,Performer,273,7,0.320877,0.354379,5715.276023,0.09684
411p,Don Marino Barreto Junior,Don Marino Barreto Junior,11,Performer,92,8,0.248649,0.263803,5362.068716,0.006738
412p,don Virgilio Bellone,don Virgilio Bellone,1,Performer,51,8,0.269606,0.289946,0.166667,0.009442
413p,Donald Nold,Donald Nold,7,Performer,179,7,0.311412,0.349712,3915.545677,0.082244
414p,Dora Gatta,Dora Gatta,1,Performer,179,7,0.303059,0.330325,0,0.024625
415p,Dorothy Fisher,Dorothy Fisher,1,Performer,92,8,0.231211,0.23904,0,0.00107
416p,Dory Dorika,Dory Dorika,50,Performer,64,8,0.224651,0.235534,0.2,0.002759
417p,Drago Starc,Drago Starc,2,Performer,179,7,0.302584,0.334884,0,0.046466
418p,Duccia Gussoni,Duccia Gussoni,1,Performer,179,8,0.304396,0.336891,0,0.049553
419p,Due Corsari,Due Corsari,2,Performer,92,7,0.253078,0.268716,158.971548,0.010433
420p,Duke Ellington,Duke Ellington,2,Performer,52,0,0,0,0,0
421p,duo Bollatto-Perrino,duo Bollatto-Perrino,1,Performer,179,8,0.297872,0.324253,3.83072,0.033298
422p,duo Calara-Bentivegna,duo Calara-Bentivegna,1,Performer,179,8,0.290047,0.313759,0,0.023023
423p,Duo Ermano,Duo Ermano,1,Performer,111,1,1,1,0,0.000474
424p,duo Ferraguzzi-Bentivegna,duo Ferraguzzi-Bentivegna,2,Performer,179,7,0.316358,0.349815,119.553125,0.060459
425p,duo Gorini-Lorenzi,duo Gorini-Lorenzi,1,Performer,179,8,0.279433,0.300745,0,0.010762
426p,duo Longo-Bentivegna,duo Longo-Bentivegna,1,Performer,53,0,0,0,0,0
427p,Duo Servida,Duo Servida,1,Performer,54,0,0,0,0,0
428p,Dutch Swing College Band,Dutch Swing College Band,1,Performer,55,0,0,0,0,0
429p,Dwike Mitchell,Dwike Mitchell,4,Performer,35,1,1,1,0,0.000474
430p,Earl Warren,Earl Warren,2,Performer,264,5,0.297872,0.42619,0.2,0.001839
431p,Edda Ponti,Edda Ponti,1,Performer,179,8,0.315223,0.350935,0,0.056302
432p,Edda Vincenzi,Edda Vincenzi,4,Performer,179,8,0.260272,0.279781,0,0.007745
433p,Eddie Calvert,Eddie Calvert,7,Performer,92,7,0.255488,0.266827,0,0.00582
434p,Eddie Caruso,Eddie Caruso,1,Performer,90,1,1,1,0,0.000222
435p,Edith Martelli,Edith Martelli,21,Performer,179,7,0.306472,0.338482,98.981552,0.049422
436p,Edmond De Stoutz,Edmond De Stoutz,1,Performer,179,8,0.293572,0.317679,0,0.016229
437p,Edmonda Aldini,Edmonda Aldini,50,Performer,273,8,0.217837,0.225913,0,0.001516
438p,Edoardo Lucchina,Edoardo Lucchina,15,Performer,182,2,0.75,0.833333,0,0.000503
439p,Edoardo Muller,Edoardo Muller,1,Performer,266,1,1,1,0,0.000474
440p,Edoardo Vianello,Edoardo Vianello,60,Performer,68,7,0.284914,0.300842,5937.259006,0.009376
441p,Eduard Flipse,Eduard Flipse,1,Performer,179,7,0.303344,0.330627,0,0.024987
442p,Edward Del Pueyo,Edward Del Pueyo,3,Performer,179,8,0.311512,0.345051,0,0.044932
443p,Edward Filus,Edward Filus,1,Performer,56,0,0,0,0,0
444p,Efrem Casagrande,Efrem Casagrande,3,Performer,179,7,0.332702,0.370735,176.278658,0.097021
445p,Efrem Kurtz,Efrem Kurtz,2,Performer,179,7,0.335591,0.370494,104.839644,0.101055
446p,Egida Giordani Sartori,Egida Giordani Sartori,1,Performer,57,0,0,0,0,0
447p,Egie Poggiani,Egie Poggiani,3,Performer,244,8,0.250974,0.267776,0,0.003067
448p,Elaine Delmar,Elaine Delmar,25,Performer,58,0,0,0,0,0
449p,Elaine Shaffer,Elaine Shaffer,2,Performer,179,7,0.315893,0.350641,0.863604,0.059259
450p,Elaine Weldon,Elaine Weldon,1,Performer,179,7,0.297231,0.322313,0,0.025822
451p,Elda Bianchi,Elda Bianchi,1,Performer,92,7,0.251497,0.264213,11.659958,0.005372
452p,Elda Marino,Elda Marino,1,Performer,179,8,0.286222,0.307598,0,0.020532
453p,Elena Borgo,Elena Borgo,42,Performer,64,8,0.221763,0.230236,0,0.001654
454p,Elena D'Ambrosio,Elena D'Ambrosio,1,Performer,272,1,1,1,0,0.000222
455p,Elena Giusti,Elena Giusti,45,Performer,290,8,0.210963,0.221711,0,0.001339
456p,Elena Turri,Elena Turri,1,Performer,179,8,0.273345,0.290734,0,0.006931
457p,Eleonora Cosmo,Eleonora Cosmo,35,Performer,227,1,1,1,0.666667,0.001368
458p,Elettra Morini,Elettra Morini,4,Performer,179,7,0.316566,0.34916,193.066119,0.072494
459p,Elettra Romani,Elettra Romani,1,Performer,92,8,0.20275,0.210277,0,0.001317
460p,Eli Perrotta,Eli Perrotta,2,Performer,179,7,0.308676,0.338825,36.632896,0.044556
461p,Elio Boncompagni,Elio Boncompagni,1,Performer,179,7,0.314197,0.341982,0,0.045064
462p,Elio Cantamessa,Elio Cantamessa,1,Performer,179,8,0.287843,0.309264,0,0.013565
463p,Elio Crovetto,Elio Crovetto,10,Performer,92,8,0.211656,0.220956,0,0.001672
464p,Elio Mauro,Elio Mauro,15,Performer,182,1,1,1,0.5,0.000727
465p,Elio Novel,Elio Novel,2,Performer,139,1,1,1,0,0.000222
466p,Elisa Vallarino,Elisa Vallarino,1,Performer,51,8,0.271425,0.293042,0,0.010633
467p,Elisabetta Fusco,Elisabetta Fusco,5,Performer,179,7,0.289829,0.31273,0,0.026211
468p,Ella Fitzgerald,Ella Fitzgerald,7,Performer,264,4,0.430769,0.559524,36.2,0.002597
469p,Elly Amling,Elly Amling,1,Performer,179,7,0.303344,0.330627,0,0.024987
470p,Elsa Maria Massione,Elsa Maria Massione,1,Performer,179,9,0.234068,0.249,0,0.001284
471p,Elsa Triangi,Elsa Triangi,2,Performer,179,8,0.303869,0.335183,12.708828,0.062128
472p,Elsa Uppolo,Elsa Uppolo,1,Performer,59,0,0,0,0,0
473p,Elsa Vazzoler,Elsa Vazzoler,45,Performer,290,9,0.198868,0.206323,0,0.001347
474p,Elvi Flora,Elvi Flora,11,Performer,49,7,0.26785,0.280604,1048.65991,0.003237
475p,Elvin Jones,Elvin Jones,2,Performer,264,5,0.325581,0.405952,0,0.000868
476p,Elvina Ramella,Elvina Ramella,2,Performer,179,7,0.341524,0.372055,7651.04934,0.073422
477p,Elvio Calderoni,Elvio Calderoni,64,Performer,61,8,0.219147,0.230525,11162.125588,0.004748
478p,Elvio Modonesi,Elvio Modonesi,1,Performer,179,8,0.295956,0.321501,0,0.034488
479p,Ely Perrotta,Ely Perrotta,1,Performer,179,7,0.322161,0.356673,0,0.076078
480p,Emile Ghilels,Emile Ghilels,1,Performer,179,7,0.310063,0.342303,0,0.051686
481p,Emilia Cundari,Emilia Cundari,5,Performer,179,7,0.335533,0.375518,573.124825,0.112464
482p,Emilia Georgieva,Emilia Georgieva,2,Performer,179,7,0.273732,0.29081,0,0.009374
483p,Emilio Giani,Emilio Giani,1,Performer,51,9,0.205992,0.216782,0,0.000657
484p,Emilio Prevedi,Emilio Prevedi,2,Performer,179,8,0.228288,0.241663,0,0.001283
485p,Emilio Rinaldi,Emilio Rinaldi,60,Performer,68,7,0.273383,0.284974,0,0.00291
486p,Emilio Suvini,Emilio Suvini,9,Performer,179,7,0.34414,0.387151,1754.640295,0.12408
487p,Emma Bianchi Gorlero,Emma Bianchi Gorlero,1,Performer,60,0,0,0,0,0
488p,Emma Contestabile,Emma Contestabile,1,Performer,179,8,0.317085,0.351772,12.666629,0.068672
489p,Emmett Berry,Emmett Berry,2,Performer,264,5,0.294737,0.408333,0,0.001563
490p,Ennio Gallo,Ennio Gallo,3,Performer,231,1,1,1,0,0.000222
491p,Ennio Gerelli,Ennio Gerelli,2,Performer,179,7,0.322861,0.357853,33.942923,0.059871
492p,Enrica Cavallo,Enrica Cavallo,3,Performer,179,7,0.340981,0.379828,174.98945,0.138858
493p,Enrico Campajola,Enrico Campajola,1,Performer,179,7,0.31252,0.344337,0,0.037396
494p,Enrico Dezan,Enrico Dezan,20,Performer,64,8,0.21796,0.227661,1091.589546,0.003484
495p,Enrico Fissore,Enrico Fissore,1,Performer,282,8,0.25341,0.26955,0,0.00379
496p,Enrico Intra,Enrico Intra,19,Performer,92,6,0.327236,0.348904,35245.72465,0.02852
497p,Enrico Intra Trio,Enrico Intra Trio,2,Performer,92,7,0.25478,0.266335,28.595424,0.003185
498p,Enrico Mainardi,Enrico Mainardi,5,Performer,179,7,0.336938,0.373858,28.010319,0.11757
499p,Enrico Pessina,Enrico Pessina,2,Performer,145,8,0.265021,0.282463,0,0.005388
500p,Enrico Rava,Enrico Rava,1,Performer,92,8,0.208347,0.215902,0,0.001672
501p,Enrico Tagliavini,Enrico Tagliavini,1,Performer,179,8,0.248074,0.263745,0,0.002532
502p,Enrique Gelusini,Enrique Gelusini,1,Performer,179,7,0.312016,0.340771,27.230713,0.050148
503p,Ensemble Baroque de Paris,Ensemble Baroque de Paris,4,Performer,179,7,0.32109,0.356349,44.571397,0.062105
504p,Enza Catalano,Enza Catalano,1,Performer,201,2,0.6,0.666667,0,0.000537
505p,Enza Ferrari,Enza Ferrari,1,Performer,179,7,0.328795,0.36335,16.317157,0.073774
506p,Enza Soldi,Enza Soldi,1,Performer,92,8,0.239702,0.249802,0,0.002511
507p,Enzo Jannacci,Enzo Jannacci,33,Performer,273,7,0.284159,0.30638,20314.074134,0.016748
508p,Enzo Romei,Enzo Romei,1,Performer,92,8,0.197485,0.20603,0,0.001392
509p,Enzo Salluzzi,Enzo Salluzzi,1,Performer,109,1,1,1,0,0.000474
510p,Enzo Tarascio,Enzo Tarascio,49,Performer,273,8,0.217837,0.225913,0,0.001516
511p,Eraldo Volont�,Eraldo Volont�,7,Performer,92,7,0.267035,0.28534,2211.793489,0.011452
512p,Erich Appel,Erich Appel,1,Performer,179,7,0.301498,0.332674,10.804388,0.037698
